"ID","value_eur","wage_eur","League","club_name","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club Logo","Value","Wage","Special","Preferred Foot","International Reputation","Weak Foot","Skill Moves","Work Rate","Body Type","Real Face","Joined","Loaned From","Contract Valid Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Dribbling","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Reactions","ShotPower","Stamina","Strength","LongShots","Aggression","Penalties","StandingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Position","Best Overall Rating","ReleaseClause"
252573,1500000,8000,"Italian Serie A","Fiorentina","A. Terzić",21,"https://cdn.sofifa.com/players/252/573/22_60.png","Serbia","https://cdn.sofifa.com/flags/rs.png",65,76,"Fiorentina","https://cdn.sofifa.com/teams/110374/30.png","€1.5M","€8K",1600,"Left",1,2,2,"Medium/ Medium","Lean (170-185)","No","Jul 1, 2019","nan","2023","184cm","70kg",63,36,55,58,"65",43,49,62,68,"70",59,45,"66",55,45,61,49,66,13,6,6,11,6,"LB",65,"€2.9M"
252802,2e+06,8000,"Italian Serie A","Torino F.C.","W. Singo",20,"https://cdn.sofifa.com/players/252/802/22_60.png","Côte d'Ivoire","https://cdn.sofifa.com/flags/ci.png",66,81,"Torino F.C.","https://cdn.sofifa.com/teams/54/30.png","€2M","€8K",1647,"Right",1,2,2,"Medium/ Low","Lean (185+)","No","Jul 1, 2019","nan","2023","190cm","79kg",67,38,63,60,"72",40,55,67,72,"81",60,43,"51",65,34,54,46,70,11,6,7,13,7,"RWB",66,"€4.7M"
253429,4e+05,8000,"English Premier League","Liverpool","T. Clayton",20,"https://cdn.sofifa.com/players/253/429/22_60.png","Scotland","https://cdn.sofifa.com/flags/gb-sct.png",57,73,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€400K","€8K",1375,"Right",1,2,2,"Medium/ Medium","Lean (170-185)","No","Jul 1, 2019","nan","Free Agent","183cm","71kg",32,28,54,50,"40",37,42,45,62,"60",51,41,"51",65,29,54,43,59,6,14,8,12,6,"CB",59,"€0"
254333,2200000,8000,"Turkish Süper Lig","Beşiktaş JK","A. Hasić",19,"https://cdn.sofifa.com/players/254/333/22_60.png","Bosnia and Herzegovina","https://cdn.sofifa.com/flags/ba.png",67,78,"Beşiktaş JK","https://cdn.sofifa.com/teams/327/30.png","€2.2M","€8K",1674,"Left",1,4,3,"High/ Low","Normal (170-185)","No","Jan 31, 2020","nan","2024","177cm","80kg",63,58,45,63,"73",65,59,71,73,"74",59,68,"33",43,65,45,53,37,12,15,10,7,11,"CAM",69,"€4.6M"
254579,2200000,8000,"French Ligue 1","OGC Nice","L. Da Cunha",20,"https://cdn.sofifa.com/players/254/579/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",67,77,"OGC Nice","https://cdn.sofifa.com/teams/72/30.png","€2.2M","€8K",1710,"Left",1,3,3,"Medium/ Medium","Normal (170-185)","No","Sep 30, 2020","nan","2024","176cm","69kg",60,59,56,66,"68",57,58,69,79,"78",60,67,"62",53,62,50,59,38,8,9,14,15,14,"CAM",68,"€4.6M"
256887,950000,8000,"German 1. Bundesliga","FC Bayern München","T. Booth",20,"https://cdn.sofifa.com/players/256/887/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",62,75,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€950K","€8K",1660,"Right",1,3,2,"Medium/ Medium","Normal (170-185)","No","Jul 1, 2021","nan","Free Agent","174cm","66kg",55,59,39,65,"66",60,61,67,69,"63",61,61,"58",46,65,45,44,51,14,12,14,11,10,"CAM",66,"€2.2M"
256903,5500000,8000,"Portuguese Liga ZON SAGRES","SL Benfica","Gonçalo Ramos",20,"https://cdn.sofifa.com/players/256/903/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",72,86,"SL Benfica","https://cdn.sofifa.com/teams/234/30.png","€5.5M","€8K",1851,"Right",1,4,2,"High/ High","Normal (170-185)","No","Jan 13, 2019","nan","2025","184cm","79kg",60,73,74,70,"69",41,62,70,83,"79",74,70,"87",85,67,71,57,31,15,9,7,7,15,"ST",75,"€14.4M"
257000,2700000,8000,"Italian Serie A","Cagliari","A. Carboni",20,"https://cdn.sofifa.com/players/257/000/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",68,81,"Cagliari","https://cdn.sofifa.com/teams/1842/30.png","€2.7M","€8K",1533,"Left",1,2,2,"Medium/ Medium","Lean (185+)","No","Jan 2, 2020","nan","2025","185cm","80kg",60,21,60,63,"59",33,50,67,58,"54",62,41,"55",66,26,67,37,73,8,13,12,12,9,"CB",70,"€6.3M"
257073,9e+06,8000,"Portuguese Liga ZON SAGRES","Sporting CP","Tiago Tomás",19,"https://cdn.sofifa.com/players/257/073/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",74,82,"Sporting CP","https://cdn.sofifa.com/teams/237/30.png","€9M","€8K",1771,"Right",1,3,3,"High/ Medium","Lean (170-185)","No","Jul 1, 2019","nan","2025","183cm","73kg",42,73,67,69,"74",33,52,76,79,"76",75,73,"77",75,61,61,70,33,8,14,9,13,7,"ST",76,"€19.8M"
257110,1200000,8000,"Spain Primera Division","Atlético de Madrid","Fran González",22,"https://cdn.sofifa.com/players/257/110/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",64,75,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€1.2M","€8K",1392,"Right",1,2,2,"Medium/ High","Normal (185+)","No","Jul 13, 2021","nan","2023","188cm","81kg",35,21,55,64,"40",24,53,52,49,"48",59,35,"74",78,25,77,40,68,10,6,7,13,11,"CB",66,"€2.7M"
258271,3100000,8000,"Spain Primera Division","RC Celta de Vigo","Miguel Baeza",21,"https://cdn.sofifa.com/players/258/271/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",69,80,"RC Celta de Vigo","https://cdn.sofifa.com/teams/450/30.png","€3.1M","€8K",1682,"Left",1,3,3,"Medium/ Medium","Lean (170-185)","No","Aug 15, 2020","nan","2025","177cm","76kg",72,68,46,77,"69",37,76,71,54,"67",55,59,"61",50,65,49,43,45,7,8,6,14,13,"CAM",70,"€7.1M"
258529,575000,8000,"English Premier League","Leicester City","V. Daley-Campbell",20,"https://cdn.sofifa.com/players/258/529/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",60,73,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€575K","€8K",1545,"Right",1,3,2,"Medium/ Medium","Stocky (170-185)","No","Jul 5, 2019","nan","Free Agent","177cm","74kg",59,36,50,52,"56",41,47,48,69,"69",52,50,"76",70,36,59,43,58,11,11,13,8,13,"RB",60,"€1.5M"
259377,6500000,8000,"Spain Primera Division","Villarreal CF","Yeremy Pino",18,"https://cdn.sofifa.com/players/259/377/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",73,84,"Villarreal CF","https://cdn.sofifa.com/teams/483/30.png","€6.5M","€8K",1693,"Right",1,4,3,"High/ Low","Lean (170-185)","No","Aug 1, 2020","nan","2024","172cm","60kg",69,70,46,72,"75",60,68,73,73,"70",68,63,"70",32,64,51,47,28,9,7,14,6,9,"CAM",74,"€15M"
259424,675000,8000,"Spain Primera Division","Real Madrid CF","Salazar",18,"https://cdn.sofifa.com/players/259/424/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",60,80,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€675K","€8K",1376,"Right",1,3,3,"High/ Low","Normal (170-185)","No","Jul 1, 2020","nan","Free Agent","177cm","71kg",30,70,59,55,"63",33,42,60,51,"54",54,60,"53",49,58,34,63,14,13,9,8,13,10,"ST",62,"€2.1M"
262260,1100000,8000,"Spain Primera Division","Atlético de Madrid","Mini",22,"https://cdn.sofifa.com/players/262/260/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",63,74,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€1.1M","€8K",1709,"Right",1,3,2,"Medium/ Medium","Normal (170-185)","No","Jul 11, 2021","nan","2023","174cm","69kg",56,51,54,73,"58",47,69,63,69,"63",65,50,"50",48,54,70,50,64,14,9,8,12,14,"CDM",66,"€2.5M"
106795,180000,7000,"Italian Serie A","U.S. Sassuolo Calcio","G. Pegolo",40,"https://cdn.sofifa.com/players/106/795/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",70,70,"U.S. Sassuolo Calcio","https://cdn.sofifa.com/teams/111974/30.png","€180K","€7K",1123,"Left",1,2,1,"Medium/ Medium","Normal (170-185)","No","Sep 2, 2013","nan","Free Agent","183cm","76kg",13,18,15,35,"11",18,21,20,44,"42",70,45,"33",54,12,33,13,12,68,68,60,70,70,"GK",70,"€0"
116314,80000,7000,"English Premier League","West Ham United","D. Martin",35,"https://cdn.sofifa.com/players/116/314/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",65,65,"West Ham United","https://cdn.sofifa.com/teams/19/30.png","€80K","€7K",1152,"Right",1,2,1,"Medium/ Medium","Normal (185+)","No","Jul 1, 2019","nan","Free Agent","188cm","86kg",18,15,18,33,"16",19,27,30,42,"36",64,50,"38",70,14,28,15,12,65,62,66,65,64,"GK",65,"€0"
118794,60000,7000,"English Premier League","Everton","A. Lonergan",37,"https://cdn.sofifa.com/players/118/794/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",64,64,"Everton","https://cdn.sofifa.com/teams/7/30.png","€60K","€7K",1058,"Left",1,1,1,"Medium/ Medium","Normal (185+)","No","Aug 20, 2021","nan","Free Agent","192cm","87kg",12,14,15,29,"11",14,27,24,40,"41",63,39,"28",56,13,28,16,15,63,62,52,65,66,"GK",64,"€0"
139064,375000,7000,"Argentina Primera División","River Plate","L. Ponzio",39,"https://cdn.sofifa.com/players/139/064/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",71,71,"River Plate","https://cdn.sofifa.com/teams/1876/30.png","€375K","€7K",1901,"Right",2,3,3,"Low/ High","Normal (170-185)","No","Jan 1, 2012","nan","Free Agent","174cm","71kg",66,47,66,71,"62",68,72,67,52,"43",71,72,"45",71,65,86,69,72,16,9,10,14,12,"CB",72,"€0"
162297,350000,7000,"Italian Serie A","Udinese Calcio","D. Padelli",35,"https://cdn.sofifa.com/players/162/297/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",73,73,"Udinese Calcio","https://cdn.sofifa.com/teams/55/30.png","€350K","€7K",1043,"Left",2,2,1,"Medium/ Medium","Normal (185+)","No","Jul 1, 2021","nan","2023","191cm","82kg",11,10,10,26,"10",10,29,21,49,"39",70,47,"30",45,11,12,22,12,72,72,63,76,70,"GK",73,"€0"
194781,1200000,7000,"Portuguese Liga ZON SAGRES","Sporting CP","Renan Ribeiro",31,"https://cdn.sofifa.com/players/194/781/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",72,72,"Sporting CP","https://cdn.sofifa.com/teams/237/30.png","€1.2M","€7K",1152,"Right",1,2,1,"Medium/ Medium","Normal (185+)","No","Jan 31, 2019","nan","2023","193cm","88kg",12,12,16,19,"14",11,11,19,55,"48",71,48,"30",71,12,13,14,18,75,65,64,72,76,"GK",72,"€2.4M"
225105,1900000,7000,"Spanish Segunda División","Real Valladolid CF","Cristo González",23,"https://cdn.sofifa.com/players/225/105/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",68,74,"Real Valladolid CF","https://cdn.sofifa.com/teams/462/30.png","€1.9M","€7K",1757,"Right",1,5,3,"Medium/ Low","Normal (170-185)","No","nan","<a href=""""/team/55/udinese-calcio/"""">Udinese Calcio</a>",NA,"178cm","69kg",54,69,58,68,"72",50,60,71,77,"73",67,65,"65",59,66,52,54,39,11,9,13,9,13,"CAM",72,"0 M"
229743,725000,7000,"Italian Serie A","Cagliari","A. Deiola",25,"https://cdn.sofifa.com/players/229/743/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",64,66,"Cagliari","https://cdn.sofifa.com/teams/1842/30.png","€725K","€7K",1694,"Right",1,3,2,"Medium/ Medium","Lean (185+)","No","Jul 1, 2012","nan","2024","189cm","85kg",48,58,52,68,"62",42,64,66,62,"54",65,73,"58",72,68,74,34,65,13,10,9,12,8,"CM",66,"€1.3M"
231913,2400000,7000,"Holland Eredivisie","Feyenoord","F. Aursnes",25,"https://cdn.sofifa.com/players/231/913/22_60.png","Norway","https://cdn.sofifa.com/flags/no.png",71,75,"Feyenoord","https://cdn.sofifa.com/teams/246/30.png","€2.4M","€7K",1989,"Right",1,3,3,"High/ High","Lean (170-185)","No","Aug 10, 2021","nan","2024","179cm","71kg",68,64,58,74,"68",63,69,71,72,"76",68,68,"91",62,66,71,66,69,12,14,14,8,13,"RWB",73,"€3.8M"
233211,475000,7000,"German 1. Bundesliga","VfL Wolfsburg","N. Klinger",25,"https://cdn.sofifa.com/players/233/211/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",62,67,"VfL Wolfsburg","https://cdn.sofifa.com/teams/175/30.png","€475K","€7K",978,"Right",1,3,1,"Medium/ Medium","Normal (185+)","No","Jul 1, 2019","nan","2023","187cm","84kg",12,6,10,24,"8",7,20,12,31,"35",60,47,"36",64,6,31,11,9,59,60,63,60,64,"GK",62,"€0"
236515,6e+06,7000,"English Premier League","Brentford","Álvaro",23,"https://cdn.sofifa.com/players/236/515/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",73,82,"Brentford","https://cdn.sofifa.com/teams/1925/30.png","€6M","€7K",1139,"Left",1,2,1,"Medium/ Medium","Normal (185+)","No","nan","<a href=""""/team/110839/sd-huesca/"""">SD Huesca</a>",NA,"186cm","75kg",9,8,9,29,"14",13,26,30,44,"51",65,50,"37",59,5,22,14,11,77,68,67,72,75,"GK",73,"0 M"
236940,1400000,7000,"Spain Primera Division","Getafe CF","Darío Poveda",24,"https://cdn.sofifa.com/players/236/940/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",67,73,"Getafe CF","https://cdn.sofifa.com/teams/1860/30.png","€1.6M","€9K",1517,"Right",1,3,3,"Medium/ Medium","Lean (185+)","No","Jun 30, 2021","nan","2026","185cm","75kg",45,71,72,70,"68",51,45,70,53,"52",65,69,"37",62,65,35,55,22,12,10,6,15,11,"ST",69,"€3.7M"
237935,1200000,7000,"English Premier League","Leeds United","K. Klaesson",20,"https://cdn.sofifa.com/players/237/935/22_60.png","Norway","https://cdn.sofifa.com/flags/no.png",64,77,"Leeds United","https://cdn.sofifa.com/teams/8/30.png","€1.2M","€7K",1067,"Left",1,2,1,"Medium/ Medium","Normal (185+)","No","Jul 31, 2021","nan","2025","189cm","76kg",11,10,13,36,"19",13,29,28,35,"33",59,47,"24",57,12,30,17,14,65,59,62,63,69,"GK",64,"€3M"
238379,2300000,7000,"German 1. Bundesliga","VfB Stuttgart","N. Nartey",21,"https://cdn.sofifa.com/players/238/379/22_60.png","Denmark","https://cdn.sofifa.com/flags/dk.png",67,78,"VfB Stuttgart","https://cdn.sofifa.com/teams/36/30.png","€2.3M","€7K",1785,"Right",1,3,3,"Medium/ Medium","Lean (185+)","No","Aug 29, 2019","nan","2023","185cm","81kg",64,55,60,72,"73",40,64,72,69,"72",70,51,"74",69,38,67,41,65,13,9,13,6,12,"RM",71,"€4.6M"
238755,975000,7000,"Italian Serie A","Torino F.C.","M. Warming",21,"https://cdn.sofifa.com/players/238/755/22_60.png","Denmark","https://cdn.sofifa.com/flags/dk.png",62,69,"Torino F.C.","https://cdn.sofifa.com/teams/54/30.png","€800K","€6K",1520,"Right",1,3,3,"High/ Low","Lean (185+)","No","Jul 13, 2021","nan","2024","187cm","72kg",53,58,48,56,"65",40,45,62,79,"87",60,58,"55",45,45,52,40,30,7,9,6,12,9,"RM",63,"€1.5M"
240241,3100000,7000,"Belgian Jupiler Pro League","KRC Genk","B. Toma",22,"https://cdn.sofifa.com/players/240/241/22_60.png","Switzerland","https://cdn.sofifa.com/flags/ch.png",69,78,"KRC Genk","https://cdn.sofifa.com/teams/673/30.png","€3.1M","€7K",1890,"Right",1,3,3,"Medium/ Medium","Normal (170-185)","No","Sep 11, 2020","nan","2024","173cm","69kg",55,62,54,70,"72",62,68,69,74,"62",67,61,"72",69,71,65,54,64,8,9,11,7,14,"CAM",71,"€5.3M"
241179,2e+06,7000,"Spain Primera Division","Valencia CF","Cristian Rivero",23,"https://cdn.sofifa.com/players/241/179/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",67,76,"Valencia CF","https://cdn.sofifa.com/teams/461/30.png","€2M","€7K",987,"Right",1,3,1,"Medium/ Medium","Lean (185+)","No","Jul 1, 2017","nan","2024","188cm","75kg",14,7,10,22,"8",14,23,17,25,"29",62,47,"23",55,8,24,18,10,71,60,62,62,73,"GK",67,"€4.6M"
241689,2200000,7000,"German 1. Bundesliga","VfB Stuttgart","R. Massimo",20,"https://cdn.sofifa.com/players/241/689/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",67,78,"VfB Stuttgart","https://cdn.sofifa.com/teams/36/30.png","€2.2M","€7K",1707,"Right",1,5,3,"High/ Medium","Lean (170-185)","No","Jul 1, 2018","nan","2023","181cm","77kg",58,61,55,63,"71",32,54,68,85,"89",58,62,"69",56,55,52,58,52,12,13,8,6,9,"RM",68,"€4.4M"
242195,3700000,7000,"Belgian Jupiler Pro League","KRC Genk","M. McKenzie",22,"https://cdn.sofifa.com/players/242/195/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",70,82,"KRC Genk","https://cdn.sofifa.com/teams/673/30.png","€3.7M","€7K",1592,"Right",1,5,2,"Medium/ Medium","Normal (170-185)","No","Jan 7, 2021","nan","2025","184cm","84kg",25,37,64,73,"54",24,68,62,78,"76",68,34,"75",71,40,63,30,74,9,11,10,11,10,"CB",72,"€6.3M"
242336,2300000,7000,"Spanish Segunda División","Real Valladolid CF","Aguado",25,"https://cdn.sofifa.com/players/242/336/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",70,75,"Real Valladolid CF","https://cdn.sofifa.com/teams/462/30.png","€2.3M","€7K",1775,"Right",1,3,2,"High/ Medium","Normal (170-185)","No","Jan 25, 2019","nan","2023","175cm","70kg",55,70,53,74,"72",49,70,75,66,"63",65,58,"63",31,69,44,52,62,12,12,8,6,11,"CAM",73,"€3.9M"
243312,1900000,7000,"Spain Primera Division","Levante Unión Deportiva","Pablo Martínez",23,"https://cdn.sofifa.com/players/243/312/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",66,75,"Levante Unión Deportiva","https://cdn.sofifa.com/teams/1853/30.png","€1.9M","€7K",1754,"Right",1,3,2,"High/ Medium","Normal (170-185)","No","Jul 5, 2019","nan","2024","182cm","74kg",60,54,56,72,"63",58,71,67,63,"69",62,61,"70",59,57,49,58,62,7,12,7,13,10,"CM",68,"€4.4M"
243530,3900000,7000,"Belgian Jupiler Pro League","KRC Genk","Mujaid",21,"https://cdn.sofifa.com/players/243/530/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",71,82,"KRC Genk","https://cdn.sofifa.com/teams/673/30.png","€3.9M","€7K",1551,"Right",1,3,2,"Medium/ Medium","Normal (170-185)","No","Jul 1, 2021","nan","2025","183cm","81kg",57,21,63,64,"48",23,42,60,75,"72",69,41,"75",76,22,71,34,72,7,7,11,11,9,"CB",73,"€6.6M"
243848,4e+05,7000,"English Premier League","Tottenham Hotspur","B. Lyons-Foster",20,"https://cdn.sofifa.com/players/243/848/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",57,74,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/30.png","€400K","€7K",1323,"Right",1,3,2,"Medium/ High","Lean (185+)","No","Jul 1, 2018","nan","Free Agent","185cm","74kg",36,21,59,50,"32",28,30,43,60,"55",48,42,"55",65,23,57,47,60,6,10,9,8,6,"CB",59,"€1M"
243944,1200000,7000,"Spain Primera Division","Granada CF","N. Lozano",27,"https://cdn.sofifa.com/players/243/944/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",67,70,"Granada CF","https://cdn.sofifa.com/teams/110832/30.png","€1.2M","€7K",1566,"Left",1,3,2,"Medium/ Medium","Stocky (185+)","No","Jul 1, 2019","nan","Free Agent","185cm","77kg",29,38,70,62,"49",35,54,62,61,"63",60,57,"62",82,36,73,46,67,6,9,12,15,7,"CB",69,"€2.6M"
244601,1900000,7000,"Italian Serie A","Bologna","S. van Hooijdonk",21,"https://cdn.sofifa.com/players/244/601/22_60.png","Netherlands","https://cdn.sofifa.com/flags/nl.png",66,75,"Bologna","https://cdn.sofifa.com/teams/189/30.png","€1.9M","€7K",1661,"Right",1,4,2,"High/ Medium","Normal (185+)","No","Jul 15, 2021","nan","2025","190cm","80kg",50,65,61,59,"62",73,43,65,75,"76",57,75,"64",72,69,57,67,22,6,11,15,10,6,"ST",68,"€3.6M"
245021,3900000,7000,"Spain Primera Division","Deportivo Alavés","M. Loum",24,"https://cdn.sofifa.com/players/245/021/22_60.png","Senegal","https://cdn.sofifa.com/flags/sn.png",71,80,"Deportivo Alavés","https://cdn.sofifa.com/teams/463/30.png","€3.9M","€7K",1748,"Right",1,2,2,"Medium/ High","Normal (185+)","Yes","nan","<a href=""""/team/236/fc-porto/"""">FC Porto</a>",NA,"188cm","80kg",42,40,69,71,"61",42,66,65,47,"51",68,78,"76",81,63,85,47,71,11,13,11,8,6,"CB",73,"0 M"
245238,4900000,7000,"Spanish Segunda División","Real Valladolid CF","Javi Sánchez",24,"https://cdn.sofifa.com/players/245/238/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",72,81,"Real Valladolid CF","https://cdn.sofifa.com/teams/462/30.png","€4.9M","€7K",1572,"Right",1,4,2,"Medium/ Medium","Lean (185+)","No","Jul 1, 2020","nan","2024","188cm","79kg",32,28,70,75,"34",34,58,65,56,"66",72,39,"64",81,32,70,67,74,11,15,13,8,13,"CB",74,"€8.8M"
245277,1900000,7000,"Italian Serie A","Bologna","K. Michael",21,"https://cdn.sofifa.com/players/245/277/22_60.png","Nigeria","https://cdn.sofifa.com/flags/ng.png",66,76,"Bologna","https://cdn.sofifa.com/teams/189/30.png","€1.9M","€7K",1855,"Right",1,3,3,"High/ Medium","Lean (170-185)","No","Jul 1, 2017","nan","2024","176cm","70kg",66,62,62,70,"72",68,65,67,74,"75",64,67,"71",53,62,48,64,49,6,8,7,14,10,"CAM",71,"€3.6M"
245900,3100000,7000,"Italian Serie A","Bologna","L. Binks",19,"https://cdn.sofifa.com/players/245/900/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",69,81,"Bologna","https://cdn.sofifa.com/teams/189/30.png","€3.1M","€7K",1497,"Left",1,3,2,"Low/ High","Normal (185+)","No","Aug 16, 2020","nan","2024","188cm","86kg",35,23,66,63,"48",33,59,63,54,"47",62,43,"71",86,26,77,48,65,5,6,10,10,6,"CB",71,"€5.9M"
246154,575000,7000,"English Premier League","Leeds United","L. McCarron",20,"https://cdn.sofifa.com/players/246/154/22_60.png","Scotland","https://cdn.sofifa.com/flags/gb-sct.png",60,77,"Leeds United","https://cdn.sofifa.com/teams/8/30.png","€625K","€7K",1586,"Left",1,3,2,"High/ Medium","Normal (170-185)","No","Jul 1, 2019","nan","2023","176cm","61kg",60,52,43,59,"60",40,48,57,82,"80",56,54,"63",47,51,36,54,53,11,14,14,12,7,"LM",62,"€1.6M"
246402,1300000,7000,"English Premier League","Brentford","M. Bidstrup",20,"https://cdn.sofifa.com/players/246/402/22_60.png","Denmark","https://cdn.sofifa.com/flags/dk.png",64,76,"Brentford","https://cdn.sofifa.com/teams/1925/30.png","€1.3M","€7K",1725,"Right",1,3,3,"Medium/ Medium","Lean (170-185)","No","Aug 1, 2020","nan","2023","178cm","74kg",63,52,58,69,"62",42,64,67,66,"60",60,55,"65",63,50,64,42,64,11,14,11,6,13,"CDM",65,"€2.9M"
246863,1e+06,7000,"German 1. Bundesliga","VfL Wolfsburg","F. Nmecha",20,"https://cdn.sofifa.com/players/246/863/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",62,78,"VfL Wolfsburg","https://cdn.sofifa.com/teams/175/30.png","€1M","€7K",1654,"Right",1,3,4,"High/ Medium","Lean (185+)","Yes","Jul 21, 2021","nan","2024","185cm","77kg",56,49,54,64,"63",48,59,61,70,"75",57,62,"63",61,55,51,55,44,6,10,12,13,8,"CAM",64,"€2.3M"
247229,2600000,7000,"Italian Serie A","Cagliari","R. Bellanova",21,"https://cdn.sofifa.com/players/247/229/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",68,77,"Cagliari","https://cdn.sofifa.com/teams/1842/30.png","€2.6M","€7K",1581,"Right",1,3,2,"High/ Medium","Normal (185+)","No","nan","<a href=""""/team/59/fc-girondins-de-bordeaux/"""">FC Girondins de Bordeaux</a>",NA,"188cm","78kg",69,32,56,59,"64",33,48,62,72,"74",63,26,"70",61,27,68,41,70,8,8,9,8,6,"RB",68,"0 M"
247508,5e+05,7000,"French Ligue 1","Stade Rennais FC","M. Güçlü",22,"https://cdn.sofifa.com/players/247/508/22_60.png","Turkey","https://cdn.sofifa.com/flags/tr.png",61,66,"Stade Rennais FC","https://cdn.sofifa.com/teams/74/30.png","€500K","€7K",1547,"Left",1,2,2,"Medium/ Medium","Lean (170-185)","No","Aug 31, 2019","nan","2023","182cm","70kg",42,60,62,60,"59",48,49,60,73,"76",58,60,"48",64,59,44,66,16,7,13,7,10,13,"ST",63,"€0"
248472,525000,7000,"English Premier League","Tottenham Hotspur","M. Lavinier",20,"https://cdn.sofifa.com/players/248/472/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",58,74,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/30.png","€525K","€7K",1467,"Right",1,4,2,"Medium/ Medium","Normal (170-185)","No","Oct 3, 2020","nan","Free Agent","180cm","70kg",55,32,51,50,"49",36,34,51,61,"58",55,46,"58",60,43,62,38,59,10,10,7,13,7,"CB",59,"€1.3M"
248661,2200000,7000,"French Ligue 1","LOSC Lille","C. Niasse",21,"https://cdn.sofifa.com/players/248/661/22_60.png","Senegal","https://cdn.sofifa.com/flags/sn.png",67,78,"LOSC Lille","https://cdn.sofifa.com/teams/65/30.png","€2.2M","€7K",1660,"Right",1,3,2,"Medium/ Medium","Normal (185+)","No","Apr 28, 2019","nan","2023","188cm","82kg",41,39,58,68,"67",41,67,65,64,"54",64,58,"68",73,40,66,55,69,5,15,13,7,10,"CDM",68,"€4.6M"
248808,3200000,7000,"Italian Serie A","Bologna","A. Hickey",19,"https://cdn.sofifa.com/players/248/808/22_60.png","Scotland","https://cdn.sofifa.com/flags/gb-sct.png",69,82,"Bologna","https://cdn.sofifa.com/teams/189/30.png","€3.2M","€7K",1755,"Right",1,5,2,"High/ High","Lean (170-185)","No","Sep 24, 2020","nan","2024","175cm","72kg",68,45,62,65,"66",40,68,68,70,"68",61,56,"73",51,52,43,48,72,13,14,8,13,5,"LB",69,"€7.4M"
250959,2300000,7000,"German 1. Bundesliga","TSG Hoffenheim","A. Stiller",20,"https://cdn.sofifa.com/players/250/959/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",68,79,"TSG Hoffenheim","https://cdn.sofifa.com/teams/10029/30.png","€2.5M","€8K",1814,"Left",1,3,3,"Medium/ Medium","Lean (170-185)","No","Jul 1, 2021","nan","2025","183cm","79kg",64,47,63,77,"65",66,74,72,64,"64",58,64,"77",57,61,61,42,67,7,14,5,9,9,"CM",71,"€4.8M"
